,Abundance %,runNumber,Ecosystem Element,Time,runType,Median,ninetyfivePerc,fivePerc
3,0,1,Tamworth pigs,3,Accepted,0.0,0.0,0.0
3,81,1,Grassland,3,Accepted,81.0,82.8,81.0
3,13,1,Woodland,3,Accepted,13.0,13.9,13.0
3,1,1,Thorny Scrub,3,Accepted,1.0,1.0,1.0
3,5,1,Bare ground,3,Accepted,4.0,4.9,3.1
4,12,1,Roe deer,4,Accepted,12.0,12.0,11.1
4,0,1,Exmoor pony,4,Accepted,0.0,0.0,0.0
4,0,1,Fallow deer,4,Accepted,0.0,0.0,0.0
4,0,1,Longhorn cattle,4,Accepted,0.0,0.0,0.0
4,0,1,Red deer,4,Accepted,0.0,0.0,0.0
4,0,1,Tamworth pigs,4,Accepted,0.0,0.0,0.0
4,82,1,Grassland,4,Accepted,82.0,82.9,81.1
4,14,1,Woodland,4,Accepted,14.0,14.0,13.1
4,0,1,Thorny Scrub,4,Accepted,0.0,0.8999999999999999,0.0
4,4,1,Bare ground,4,Accepted,4.0,4.0,3.1
5,12,1,Roe deer,5,Accepted,14.0,16.7,12.2
5,0,1,Exmoor pony,5,Accepted,0.0,0.0,0.0
5,0,1,Fallow deer,5,Accepted,0.0,0.0,0.0
5,0,1,Longhorn cattle,5,Accepted,0.0,0.0,0.0
5,0,1,Red deer,5,Accepted,0.0,0.0,0.0
5,0,1,Tamworth pigs,5,Accepted,0.0,0.0,0.0
5,82,1,Grassland,5,Accepted,82.0,82.9,81.1
5,14,1,Woodland,5,Accepted,14.0,14.0,13.1
5,0,1,Thorny Scrub,5,Accepted,0.0,0.8999999999999999,0.0
5,4,1,Bare ground,5,Accepted,4.0,4.0,3.1
6,12,1,Roe deer,6,Accepted,19.0,19.0,12.7
6,0,1,Exmoor pony,6,Accepted,0.0,0.0,0.0
6,0,1,Fallow deer,6,Accepted,0.0,0.0,0.0
6,0,1,Longhorn cattle,6,Accepted,0.0,0.0,0.0
6,0,1,Red deer,6,Accepted,0.0,0.0,0.0
6,0,1,Tamworth pigs,6,Accepted,0.0,0.0,0.0
6,82,1,Grassland,6,Accepted,82.0,82.9,81.1
6,14,1,Woodland,6,Accepted,14.0,14.0,13.1
6,0,1,Thorny Scrub,6,Accepted,1.0,1.0,0.1
6,4,1,Bare ground,6,Accepted,4.0,4.0,3.1
7,11,1,Roe deer,7,Accepted,18.0,18.9,11.7
7,0,1,Exmoor pony,7,Accepted,0.0,0.0,0.0
7,0,1,Fallow deer,7,Accepted,0.0,0.0,0.0
7,0,1,Longhorn cattle,7,Accepted,0.0,0.0,0.0
7,0,1,Red deer,7,Accepted,0.0,0.0,0.0
7,0,1,Tamworth pigs,7,Accepted,0.0,0.0,0.0
7,82,1,Grassland,7,Accepted,82.0,82.9,81.1
7,14,1,Woodland,7,Accepted,14.0,14.0,13.1
7,0,1,Thorny Scrub,7,Accepted,1.0,1.0,0.1
7,4,1,Bare ground,7,Accepted,4.0,4.0,3.1
8,11,1,Roe deer,8,Accepted,18.0,18.0,11.7
8,0,1,Exmoor pony,8,Accepted,0.0,0.0,0.0
8,0,1,Fallow deer,8,Accepted,0.0,0.0,0.0
8,0,1,Longhorn cattle,8,Accepted,0.0,0.0,0.0
8,0,1,Red deer,8,Accepted,0.0,0.0,0.0
8,0,1,Tamworth pigs,8,Accepted,0.0,0.0,0.0
8,82,1,Grassland,8,Accepted,82.0,82.0,81.1
8,14,1,Woodland,8,Accepted,14.0,14.0,14.0
8,1,1,Thorny Scrub,8,Accepted,1.0,1.0,1.0
8,4,1,Bare ground,8,Accepted,4.0,4.0,3.1
9,11,1,Roe deer,9,Accepted,16.0,17.8,11.5
9,0,1,Exmoor pony,9,Accepted,0.0,0.0,0.0
9,0,1,Fallow deer,9,Accepted,0.0,0.0,0.0
9,0,1,Longhorn cattle,9,Accepted,0.0,0.0,0.0
9,0,1,Red deer,9,Accepted,0.0,0.0,0.0
9,0,1,Tamworth pigs,9,Accepted,0.0,0.0,0.0
9,82,1,Grassland,9,Accepted,82.0,82.0,81.1
9,14,1,Woodland,9,Accepted,14.0,14.0,14.0
9,1,1,Thorny Scrub,9,Accepted,1.0,1.0,1.0
9,4,1,Bare ground,9,Accepted,4.0,4.0,3.1
10,11,1,Roe deer,10,Accepted,16.0,17.8,11.5
10,0,1,Exmoor pony,10,Accepted,0.0,0.0,0.0
10,0,1,Fallow deer,10,Accepted,0.0,0.0,0.0
10,0,1,Longhorn cattle,10,Accepted,0.0,0.0,0.0
10,0,1,Red deer,10,Accepted,0.0,0.0,0.0
10,0,1,Tamworth pigs,10,Accepted,0.0,0.0,0.0
10,81,1,Grassland,10,Accepted,81.0,81.9,80.1
10,14,1,Woodland,10,Accepted,14.0,14.0,14.0
10,1,1,Thorny Scrub,10,Accepted,2.0,2.0,1.1
10,4,1,Bare ground,10,Accepted,4.0,4.0,3.1
11,11,1,Roe deer,11,Accepted,16.0,17.8,11.5
11,0,1,Exmoor pony,11,Accepted,0.0,0.0,0.0
11,0,1,Fallow deer,11,Accepted,0.0,0.0,0.0
11,0,1,Longhorn cattle,11,Accepted,0.0,0.0,0.0
11,0,1,Red deer,11,Accepted,0.0,0.0,0.0
11,0,1,Tamworth pigs,11,Accepted,0.0,0.0,0.0
11,81,1,Grassland,11,Accepted,81.0,81.9,80.1
11,14,1,Woodland,11,Accepted,14.0,14.0,14.0
11,1,1,Thorny Scrub,11,Accepted,2.0,2.0,1.1
11,4,1,Bare ground,11,Accepted,4.0,4.0,3.1
12,11,1,Roe deer,12,Accepted,16.0,17.8,11.5
12,0,1,Exmoor pony,12,Accepted,0.0,0.0,0.0
12,0,1,Fallow deer,12,Accepted,0.0,0.0,0.0
12,0,1,Longhorn cattle,12,Accepted,0.0,0.0,0.0
12,0,1,Red deer,12,Accepted,0.0,0.0,0.0
12,0,1,Tamworth pigs,12,Accepted,0.0,0.0,0.0
12,81,1,Grassland,12,Accepted,81.0,81.9,80.1
12,14,1,Woodland,12,Accepted,14.0,14.0,14.0
12,1,1,Thorny Scrub,12,Accepted,2.0,2.0,1.1
12,4,1,Bare ground,12,Accepted,4.0,4.0,3.1
13,11,1,Roe deer,13,Accepted,16.0,17.8,11.5
13,0,1,Exmoor pony,13,Accepted,0.0,0.0,0.0
13,0,1,Fallow deer,13,Accepted,0.0,0.0,0.0
13,0,1,Longhorn cattle,13,Accepted,0.0,0.0,0.0
13,0,1,Red deer,13,Accepted,0.0,0.0,0.0
13,0,1,Tamworth pigs,13,Accepted,0.0,0.0,0.0
13,81,1,Grassland,13,Accepted,81.0,81.9,80.1
13,14,1,Woodland,13,Accepted,14.0,14.0,14.0
13,2,1,Thorny Scrub,13,Accepted,2.0,2.0,2.0
13,4,1,Bare ground,13,Accepted,4.0,4.0,2.2
14,11,1,Roe deer,14,Accepted,16.0,17.8,11.5
14,0,1,Exmoor pony,14,Accepted,0.0,0.0,0.0
14,0,1,Fallow deer,14,Accepted,0.0,0.0,0.0
14,0,1,Longhorn cattle,14,Accepted,0.0,0.0,0.0
14,0,1,Red deer,14,Accepted,0.0,0.0,0.0
14,0,1,Tamworth pigs,14,Accepted,0.0,0.0,0.0
14,80,1,Grassland,14,Accepted,80.0,81.8,80.0
14,14,1,Woodland,14,Accepted,14.0,14.0,14.0
14,2,1,Thorny Scrub,14,Accepted,2.0,2.0,2.0
14,4,1,Bare ground,14,Accepted,4.0,4.0,2.2
15,9,1,Roe deer,15,Accepted,16.0,16.9,9.7
15,0,1,Exmoor pony,15,Accepted,0.0,0.0,0.0
15,0,1,Fallow deer,15,Accepted,0.0,0.0,0.0
15,0,1,Longhorn cattle,15,Accepted,0.0,0.0,0.0
15,0,1,Red deer,15,Accepted,0.0,0.0,0.0
15,0,1,Tamworth pigs,15,Accepted,0.0,0.0,0.0
15,80,1,Grassland,15,Accepted,80.0,80.9,80.0
15,14,1,Woodland,15,Accepted,14.0,14.0,14.0
15,2,1,Thorny Scrub,15,Accepted,2.0,2.0,2.0
15,4,1,Bare ground,15,Accepted,4.0,4.0,2.2
16,9,1,Roe deer,16,Accepted,16.0,16.0,9.7
16,0,1,Exmoor pony,16,Accepted,0.0,0.0,0.0
16,0,1,Fallow deer,16,Accepted,0.0,0.0,0.0
16,0,1,Longhorn cattle,16,Accepted,0.0,0.0,0.0
16,0,1,Red deer,16,Accepted,0.0,0.0,0.0
16,0,1,Tamworth pigs,16,Accepted,0.0,0.0,0.0
16,80,1,Grassland,16,Accepted,80.0,80.9,79.1
16,14,1,Woodland,16,Accepted,14.0,14.0,14.0
16,2,1,Thorny Scrub,16,Accepted,3.0,3.0,2.1
16,4,1,Bare ground,16,Accepted,3.0,3.9,2.1
17,10,1,Roe deer,17,Accepted,19.0,19.0,10.9
17,0,1,Exmoor pony,17,Accepted,0.0,0.0,0.0
17,0,1,Fallow deer,17,Accepted,0.0,0.0,0.0
17,0,1,Longhorn cattle,17,Accepted,0.0,0.0,0.0
17,0,1,Red deer,17,Accepted,0.0,0.0,0.0
17,0,1,Tamworth pigs,17,Accepted,0.0,0.0,0.0
17,80,1,Grassland,17,Accepted,80.0,80.9,79.1
17,14,1,Woodland,17,Accepted,14.0,14.0,14.0
17,3,1,Thorny Scrub,17,Accepted,3.0,3.0,3.0
17,4,1,Bare ground,17,Accepted,3.0,3.9,2.1
18,12,1,Roe deer,18,Accepted,20.0,20.9,12.8
18,0,1,Exmoor pony,18,Accepted,0.0,0.0,0.0
18,0,1,Fallow deer,18,Accepted,0.0,0.0,0.0
18,0,1,Longhorn cattle,18,Accepted,0.0,0.0,0.0
18,0,1,Red deer,18,Accepted,0.0,0.0,0.0
18,0,1,Tamworth pigs,18,Accepted,0.0,0.0,0.0
18,80,1,Grassland,18,Accepted,80.0,80.9,79.1
18,14,1,Woodland,18,Accepted,14.0,14.9,14.0
18,3,1,Thorny Scrub,18,Accepted,3.0,3.0,3.0
18,3,1,Bare ground,18,Accepted,3.0,3.0,2.1
19,12,1,Roe deer,19,Accepted,20.0,20.9,12.8
19,0,1,Exmoor pony,19,Accepted,0.0,0.0,0.0
19,0,1,Fallow deer,19,Accepted,0.0,0.0,0.0
19,0,1,Longhorn cattle,19,Accepted,0.0,0.0,0.0
19,0,1,Red deer,19,Accepted,0.0,0.0,0.0
19,0,1,Tamworth pigs,19,Accepted,0.0,0.0,0.0
19,80,1,Grassland,19,Accepted,80.0,80.0,79.1
19,14,1,Woodland,19,Accepted,14.0,14.9,14.0
19,3,1,Thorny Scrub,19,Accepted,3.0,3.0,3.0
19,3,1,Bare ground,19,Accepted,3.0,3.0,2.1
20,12,1,Roe deer,20,Accepted,20.0,20.9,12.8
20,0,1,Exmoor pony,20,Accepted,0.0,0.0,0.0
20,0,1,Fallow deer,20,Accepted,0.0,0.0,0.0
20,0,1,Longhorn cattle,20,Accepted,0.0,0.0,0.0
20,0,1,Red deer,20,Accepted,0.0,0.0,0.0
20,0,1,Tamworth pigs,20,Accepted,0.0,0.0,0.0
20,79,1,Grassland,20,Accepted,79.0,79.9,79.0
20,15,1,Woodland,20,Accepted,15.0,15.0,14.1
20,4,1,Thorny Scrub,20,Accepted,3.0,3.9,3.0
20,3,1,Bare ground,20,Accepted,3.0,3.0,2.1
21,12,1,Roe deer,21,Accepted,20.0,20.9,12.8
21,0,1,Exmoor pony,21,Accepted,0.0,0.0,0.0
21,0,1,Fallow deer,21,Accepted,0.0,0.0,0.0
21,0,1,Longhorn cattle,21,Accepted,0.0,0.0,0.0
21,0,1,Red deer,21,Accepted,0.0,0.0,0.0
21,0,1,Tamworth pigs,21,Accepted,0.0,0.0,0.0
21,78,1,Grassland,21,Accepted,78.0,79.8,78.0
21,15,1,Woodland,21,Accepted,15.0,15.0,14.1
21,4,1,Thorny Scrub,21,Accepted,3.0,3.9,3.0
21,3,1,Bare ground,21,Accepted,3.0,3.0,2.1
22,12,1,Roe deer,22,Accepted,20.0,20.9,12.8
22,0,1,Exmoor pony,22,Accepted,0.0,0.0,0.0
22,0,1,Fallow deer,22,Accepted,0.0,0.0,0.0
22,0,1,Longhorn cattle,22,Accepted,0.0,0.0,0.0
22,0,1,Red deer,22,Accepted,0.0,0.0,0.0
22,0,1,Tamworth pigs,22,Accepted,0.0,0.0,0.0
22,78,1,Grassland,22,Accepted,78.0,79.8,78.0
22,15,1,Woodland,22,Accepted,15.0,15.0,15.0
22,4,1,Thorny Scrub,22,Accepted,4.0,4.0,3.1
22,3,1,Bare ground,22,Accepted,3.0,3.0,2.1
23,12,1,Roe deer,23,Accepted,19.0,20.8,12.7
23,0,1,Exmoor pony,23,Accepted,0.0,0.0,0.0
23,0,1,Fallow deer,23,Accepted,0.0,0.0,0.0
23,0,1,Longhorn cattle,23,Accepted,0.0,0.0,0.0
23,0,1,Red deer,23,Accepted,0.0,0.0,0.0
23,0,1,Tamworth pigs,23,Accepted,0.0,0.0,0.0
23,78,1,Grassland,23,Accepted,78.0,79.8,78.0
23,15,1,Woodland,23,Accepted,15.0,15.0,15.0
23,4,1,Thorny Scrub,23,Accepted,4.0,4.0,3.1
23,3,1,Bare ground,23,Accepted,3.0,3.0,2.1
24,12,1,Roe deer,24,Accepted,19.0,20.8,12.7
24,0,1,Exmoor pony,24,Accepted,0.0,0.0,0.0
24,0,1,Fallow deer,24,Accepted,0.0,0.0,0.0
24,0,1,Longhorn cattle,24,Accepted,0.0,0.0,0.0
24,0,1,Red deer,24,Accepted,0.0,0.0,0.0
24,0,1,Tamworth pigs,24,Accepted,0.0,0.0,0.0
24,78,1,Grassland,24,Accepted,78.0,79.8,78.0
24,15,1,Woodland,24,Accepted,15.0,15.0,15.0
24,4,1,Thorny Scrub,24,Accepted,4.0,4.0,4.0
24,3,1,Bare ground,24,Accepted,3.0,3.0,2.1
25,12,1,Roe deer,25,Accepted,19.0,19.9,12.7
25,0,1,Exmoor pony,25,Accepted,0.0,0.0,0.0
25,0,1,Fallow deer,25,Accepted,0.0,0.0,0.0
25,0,1,Longhorn cattle,25,Accepted,0.0,0.0,0.0
25,0,1,Red deer,25,Accepted,0.0,0.0,0.0
25,0,1,Tamworth pigs,25,Accepted,0.0,0.0,0.0
25,78,1,Grassland,25,Accepted,78.0,78.9,77.1
25,15,1,Woodland,25,Accepted,15.0,15.9,15.0
25,5,1,Thorny Scrub,25,Accepted,5.0,5.0,4.1
25,3,1,Bare ground,25,Accepted,2.0,2.9,2.0
26,12,1,Roe deer,26,Accepted,18.0,19.8,12.6
26,0,1,Exmoor pony,26,Accepted,0.0,0.0,0.0
26,0,1,Fallow deer,26,Accepted,0.0,0.0,0.0
26,0,1,Longhorn cattle,26,Accepted,0.0,0.0,0.0
26,0,1,Red deer,26,Accepted,0.0,0.0,0.0
26,0,1,Tamworth pigs,26,Accepted,0.0,0.0,0.0
26,78,1,Grassland,26,Accepted,78.0,78.9,77.1
26,15,1,Woodland,26,Accepted,15.0,15.9,15.0
26,5,1,Thorny Scrub,26,Accepted,5.0,5.0,4.1
26,2,1,Bare ground,26,Accepted,2.0,2.0,2.0
27,12,1,Roe deer,27,Accepted,17.0,19.7,12.5
27,0,1,Exmoor pony,27,Accepted,0.0,0.0,0.0
27,0,1,Fallow deer,27,Accepted,0.0,0.0,0.0
27,0,1,Longhorn cattle,27,Accepted,0.0,0.0,0.0
27,0,1,Red deer,27,Accepted,0.0,0.0,0.0
27,0,1,Tamworth pigs,27,Accepted,0.0,0.0,0.0
27,77,1,Grassland,27,Accepted,77.0,78.8,77.0
27,15,1,Woodland,27,Accepted,16.0,16.0,15.1
27,6,1,Thorny Scrub,27,Accepted,5.0,5.9,4.1
27,2,1,Bare ground,27,Accepted,2.0,2.0,2.0
28,12,1,Roe deer,28,Accepted,17.0,19.7,12.5
28,0,1,Exmoor pony,28,Accepted,0.0,0.0,0.0
28,0,1,Fallow deer,28,Accepted,0.0,0.0,0.0
28,0,1,Longhorn cattle,28,Accepted,0.0,0.0,0.0
28,0,1,Red deer,28,Accepted,0.0,0.0,0.0
28,0,1,Tamworth pigs,28,Accepted,0.0,0.0,0.0
28,76,1,Grassland,28,Accepted,76.0,77.8,76.0
28,15,1,Woodland,28,Accepted,16.0,16.0,15.1
28,6,1,Thorny Scrub,28,Accepted,6.0,6.0,4.2
28,2,1,Bare ground,28,Accepted,2.0,2.0,2.0
29,12,1,Roe deer,29,Accepted,19.0,22.6,12.7
29,0,1,Exmoor pony,29,Accepted,0.0,0.0,0.0
29,0,1,Fallow deer,29,Accepted,0.0,0.0,0.0
29,0,1,Longhorn cattle,29,Accepted,0.0,0.0,0.0
29,0,1,Red deer,29,Accepted,0.0,0.0,0.0
29,0,1,Tamworth pigs,29,Accepted,0.0,0.0,0.0
29,76,1,Grassland,29,Accepted,76.0,77.8,76.0
29,15,1,Woodland,29,Accepted,16.0,16.0,15.1
29,7,1,Thorny Scrub,29,Accepted,6.0,6.9,5.1
29,2,1,Bare ground,29,Accepted,2.0,2.0,2.0
30,15,1,Roe deer,30,Accepted,21.0,26.4,15.6
30,0,1,Exmoor pony,30,Accepted,0.0,0.0,0.0
30,0,1,Fallow deer,30,Accepted,0.0,0.0,0.0
30,0,1,Longhorn cattle,30,Accepted,0.0,0.0,0.0
30,0,1,Red deer,30,Accepted,0.0,0.0,0.0
30,0,1,Tamworth pigs,30,Accepted,0.0,0.0,0.0
30,76,1,Grassland,30,Accepted,76.0,77.8,75.1
30,15,1,Woodland,30,Accepted,16.0,16.0,15.1
30,7,1,Thorny Scrub,30,Accepted,7.0,7.0,5.2
30,2,1,Bare ground,30,Accepted,2.0,2.0,2.0
31,15,1,Roe deer,31,Accepted,20.0,26.299999999999997,15.5
31,0,1,Exmoor pony,31,Accepted,0.0,0.0,0.0
31,0,1,Fallow deer,31,Accepted,0.0,0.0,0.0
31,0,1,Longhorn cattle,31,Accepted,0.0,0.0,0.0
31,0,1,Red deer,31,Accepted,0.0,0.0,0.0
31,0,1,Tamworth pigs,31,Accepted,0.0,0.0,0.0
31,75,1,Grassland,31,Accepted,75.0,76.8,74.1
31,16,1,Woodland,31,Accepted,16.0,16.0,16.0
31,8,1,Thorny Scrub,31,Accepted,8.0,8.0,5.3
31,2,1,Bare ground,31,Accepted,2.0,2.0,2.0
32,15,1,Roe deer,32,Accepted,20.0,26.299999999999997,15.5
32,0,1,Exmoor pony,32,Accepted,0.0,0.0,0.0
32,0,1,Fallow deer,32,Accepted,0.0,0.0,0.0
32,0,1,Longhorn cattle,32,Accepted,0.0,0.0,0.0
32,0,1,Red deer,32,Accepted,0.0,0.0,0.0
32,0,1,Tamworth pigs,32,Accepted,0.0,0.0,0.0
32,74,1,Grassland,32,Accepted,74.0,75.8,74.0
32,16,1,Woodland,32,Accepted,16.0,16.0,16.0
32,8,1,Thorny Scrub,32,Accepted,8.0,8.0,6.2
32,2,1,Bare ground,32,Accepted,2.0,2.0,2.0
33,15,1,Roe deer,33,Accepted,20.0,25.4,15.5
33,0,1,Exmoor pony,33,Accepted,0.0,0.0,0.0
33,0,1,Fallow deer,33,Accepted,0.0,0.0,0.0
33,0,1,Longhorn cattle,33,Accepted,0.0,0.0,0.0
33,0,1,Red deer,33,Accepted,0.0,0.0,0.0
33,0,1,Tamworth pigs,33,Accepted,0.0,0.0,0.0
33,74,1,Grassland,33,Accepted,74.0,75.8,73.1
33,16,1,Woodland,33,Accepted,16.0,16.0,16.0
33,9,1,Thorny Scrub,33,Accepted,9.0,9.0,6.3
33,2,1,Bare ground,33,Accepted,2.0,2.0,2.0
34,15,1,Roe deer,34,Accepted,20.0,25.4,15.5
34,0,1,Exmoor pony,34,Accepted,0.0,0.0,0.0
34,0,1,Fallow deer,34,Accepted,0.0,0.0,0.0
34,0,1,Longhorn cattle,34,Accepted,0.0,0.0,0.0
34,0,1,Red deer,34,Accepted,0.0,0.0,0.0
34,0,1,Tamworth pigs,34,Accepted,0.0,0.0,0.0
34,74,1,Grassland,34,Accepted,74.0,75.8,72.2
34,16,1,Woodland,34,Accepted,16.0,16.9,16.0
34,9,1,Thorny Scrub,34,Accepted,9.0,9.9,7.2
34,2,1,Bare ground,34,Accepted,1.0,1.9,1.0
35,15,1,Roe deer,35,Accepted,19.0,25.299999999999997,15.4
35,0,1,Exmoor pony,35,Accepted,0.0,0.0,0.0
35,0,1,Fallow deer,35,Accepted,0.0,0.0,0.0
35,0,1,Longhorn cattle,35,Accepted,0.0,0.0,0.0
35,0,1,Red deer,35,Accepted,0.0,0.0,0.0
35,0,1,Tamworth pigs,35,Accepted,0.0,0.0,0.0
35,74,1,Grassland,35,Accepted,74.0,74.9,72.2
35,16,1,Woodland,35,Accepted,16.0,16.9,16.0
35,9,1,Thorny Scrub,35,Accepted,9.0,9.9,7.2
35,2,1,Bare ground,35,Accepted,1.0,1.9,1.0
36,15,1,Roe deer,36,Accepted,18.0,25.2,15.3
36,0,1,Exmoor pony,36,Accepted,0.0,0.0,0.0
36,0,1,Fallow deer,36,Accepted,0.0,0.0,0.0
36,0,1,Longhorn cattle,36,Accepted,0.0,0.0,0.0
36,0,1,Red deer,36,Accepted,0.0,0.0,0.0
36,0,1,Tamworth pigs,36,Accepted,0.0,0.0,0.0
36,74,1,Grassland,36,Accepted,74.0,74.9,72.2
36,16,1,Woodland,36,Accepted,16.0,16.9,16.0
36,9,1,Thorny Scrub,36,Accepted,9.0,9.9,7.2
36,1,1,Bare ground,36,Accepted,1.0,1.0,1.0
37,15,1,Roe deer,37,Accepted,18.0,24.299999999999997,15.3
37,0,1,Exmoor pony,37,Accepted,0.0,0.0,0.0
37,0,1,Fallow deer,37,Accepted,0.0,0.0,0.0
37,0,1,Longhorn cattle,37,Accepted,0.0,0.0,0.0
37,0,1,Red deer,37,Accepted,0.0,0.0,0.0
37,0,1,Tamworth pigs,37,Accepted,0.0,0.0,0.0
37,73,1,Grassland,37,Accepted,73.0,74.8,72.1
37,16,1,Woodland,37,Accepted,16.0,16.9,16.0
37,10,1,Thorny Scrub,37,Accepted,10.0,10.0,8.2
37,1,1,Bare ground,37,Accepted,1.0,1.0,1.0
38,15,1,Roe deer,38,Accepted,18.0,24.299999999999997,15.3
38,0,1,Exmoor pony,38,Accepted,0.0,0.0,0.0
38,0,1,Fallow deer,38,Accepted,0.0,0.0,0.0
38,0,1,Longhorn cattle,38,Accepted,0.0,0.0,0.0
38,0,1,Red deer,38,Accepted,0.0,0.0,0.0
38,0,1,Tamworth pigs,38,Accepted,0.0,0.0,0.0
38,72,1,Grassland,38,Accepted,72.0,74.7,71.1
38,16,1,Woodland,38,Accepted,16.0,16.9,16.0
38,10,1,Thorny Scrub,38,Accepted,10.0,10.9,8.2
38,1,1,Bare ground,38,Accepted,1.0,1.0,1.0
39,15,1,Roe deer,39,Accepted,18.0,24.299999999999997,15.3
39,0,1,Exmoor pony,39,Accepted,0.0,0.0,0.0
39,0,1,Fallow deer,39,Accepted,0.0,0.0,0.0
39,0,1,Longhorn cattle,39,Accepted,0.0,0.0,0.0
39,0,1,Red deer,39,Accepted,0.0,0.0,0.0
39,0,1,Tamworth pigs,39,Accepted,0.0,0.0,0.0
39,71,1,Grassland,39,Accepted,71.0,74.6,71.0
39,16,1,Woodland,39,Accepted,16.0,16.9,16.0
39,11,1,Thorny Scrub,39,Accepted,11.0,11.0,8.3
39,1,1,Bare ground,39,Accepted,1.0,1.0,1.0
40,14,1,Roe deer,40,Accepted,17.0,24.2,14.3
40,0,1,Exmoor pony,40,Accepted,0.0,0.0,0.0
40,0,1,Fallow deer,40,Accepted,0.0,0.0,0.0
40,0,1,Longhorn cattle,40,Accepted,0.0,0.0,0.0
40,0,1,Red deer,40,Accepted,0.0,0.0,0.0
40,0,1,Tamworth pigs,40,Accepted,0.0,0.0,0.0
40,70,1,Grassland,40,Accepted,70.0,73.6,70.0
40,17,1,Woodland,40,Accepted,17.0,17.9,16.1
40,12,1,Thorny Scrub,40,Accepted,12.0,12.0,9.3
40,1,1,Bare ground,40,Accepted,1.0,1.0,1.0
41,15,1,Roe deer,41,Accepted,19.0,26.2,15.4
41,0,1,Exmoor pony,41,Accepted,0.0,0.0,0.0
41,0,1,Fallow deer,41,Accepted,0.0,0.0,0.0
41,0,1,Longhorn cattle,41,Accepted,0.0,0.0,0.0
41,0,1,Red deer,41,Accepted,0.0,0.0,0.0
41,0,1,Tamworth pigs,41,Accepted,0.0,0.0,0.0
41,69,1,Grassland,41,Accepted,69.0,73.5,69.0
41,17,1,Woodland,41,Accepted,17.0,17.9,16.1
41,13,1,Thorny Scrub,41,Accepted,12.0,12.9,9.3
41,1,1,Bare ground,41,Accepted,1.0,1.0,1.0
42,17,1,Roe deer,42,Accepted,20.0,29.0,17.3
42,0,1,Exmoor pony,42,Accepted,0.0,0.0,0.0
42,0,1,Fallow deer,42,Accepted,0.0,0.0,0.0
42,0,1,Longhorn cattle,42,Accepted,0.0,0.0,0.0
42,0,1,Red deer,42,Accepted,0.0,0.0,0.0
42,0,1,Tamworth pigs,42,Accepted,0.0,0.0,0.0
42,69,1,Grassland,42,Accepted,69.0,72.6,69.0
42,17,1,Woodland,42,Accepted,17.0,17.9,16.1
42,14,1,Thorny Scrub,42,Accepted,13.0,13.9,10.3
42,1,1,Bare ground,42,Accepted,1.0,1.0,1.0
43,17,1,Roe deer,43,Accepted,19.0,28.9,17.2
43,0,1,Exmoor pony,43,Accepted,0.0,0.0,0.0
43,0,1,Fallow deer,43,Accepted,0.0,0.0,0.0
43,0,1,Longhorn cattle,43,Accepted,0.0,0.0,0.0
