,Abundance %,runNumber,Ecosystem Element,Time,Perc,Median,ninetyfivePerc,fivePerc
152,0,1,Fallow deer,15,-0.5,0.0,0.0,0.0
153,0,1,Longhorn cattle,15,-0.5,0.0,0.0,0.0
154,0,1,Red deer,15,-0.5,0.0,0.0,0.0
155,0,1,Tamworth pigs,15,-0.5,0.0,0.0,0.0
156,80,1,Grassland,15,-0.5,80.0,82.7,80.0
157,19,1,Woodland,15,-0.5,17.0,18.8,14.3
158,1,1,Thorny Scrub,15,-0.5,3.0,3.0,1.2
159,1,1,Bare ground,15,-0.5,1.0,1.0,0.1
160,13,1,Roe deer,16,-0.5,13.0,13.9,12.1
161,0,1,Exmoor pony,16,-0.5,0.0,0.0,0.0
162,0,1,Fallow deer,16,-0.5,0.0,0.0,0.0
163,0,1,Longhorn cattle,16,-0.5,0.0,0.0,0.0
164,0,1,Red deer,16,-0.5,0.0,0.0,0.0
165,0,1,Tamworth pigs,16,-0.5,0.0,0.0,0.0
166,80,1,Grassland,16,-0.5,80.0,81.8,79.1
167,19,1,Woodland,16,-0.5,17.0,18.8,14.3
168,1,1,Thorny Scrub,16,-0.5,3.0,3.9,1.2
169,0,1,Bare ground,16,-0.5,0.0,0.8999999999999999,0.0
170,15,1,Roe deer,17,-0.5,15.0,15.9,14.1
171,0,1,Exmoor pony,17,-0.5,0.0,0.0,0.0
172,0,1,Fallow deer,17,-0.5,0.0,0.0,0.0
173,0,1,Longhorn cattle,17,-0.5,0.0,0.0,0.0
174,0,1,Red deer,17,-0.5,0.0,0.0,0.0
175,0,1,Tamworth pigs,17,-0.5,0.0,0.0,0.0
176,79,1,Grassland,17,-0.5,79.0,80.8,78.1
177,19,1,Woodland,17,-0.5,17.0,18.8,14.3
178,1,1,Thorny Scrub,17,-0.5,4.0,4.9,1.3
179,0,1,Bare ground,17,-0.5,0.0,1.7999999999999998,0.0
180,18,1,Roe deer,18,-0.5,17.0,17.9,16.1
181,0,1,Exmoor pony,18,-0.5,0.0,0.0,0.0
182,0,1,Fallow deer,18,-0.5,0.0,0.0,0.0
183,0,1,Longhorn cattle,18,-0.5,0.0,0.0,0.0
184,0,1,Red deer,18,-0.5,0.0,0.0,0.0
185,0,1,Tamworth pigs,18,-0.5,0.0,0.0,0.0
186,79,1,Grassland,18,-0.5,79.0,79.9,78.1
187,20,1,Woodland,18,-0.5,17.0,19.7,14.3
188,1,1,Thorny Scrub,18,-0.5,4.0,4.9,1.3
189,0,1,Bare ground,18,-0.5,0.0,1.7999999999999998,0.0
190,18,1,Roe deer,19,-0.5,17.0,17.9,16.1
191,0,1,Exmoor pony,19,-0.5,0.0,0.0,0.0
192,0,1,Fallow deer,19,-0.5,0.0,0.0,0.0
193,0,1,Longhorn cattle,19,-0.5,0.0,0.0,0.0
194,0,1,Red deer,19,-0.5,0.0,0.0,0.0
195,0,1,Tamworth pigs,19,-0.5,0.0,0.0,0.0
196,79,1,Grassland,19,-0.5,78.0,78.9,78.0
197,20,1,Woodland,19,-0.5,17.0,19.7,15.2
198,1,1,Thorny Scrub,19,-0.5,4.0,4.9,1.3
199,0,1,Bare ground,19,-0.5,0.0,2.6999999999999997,0.0
200,18,1,Roe deer,20,-0.5,17.0,17.9,16.1
201,0,1,Exmoor pony,20,-0.5,0.0,0.0,0.0
202,0,1,Fallow deer,20,-0.5,0.0,0.0,0.0
203,0,1,Longhorn cattle,20,-0.5,0.0,0.0,0.0
204,0,1,Red deer,20,-0.5,0.0,0.0,0.0
205,0,1,Tamworth pigs,20,-0.5,0.0,0.0,0.0
206,78,1,Grassland,20,-0.5,78.0,78.9,78.0
207,20,1,Woodland,20,-0.5,17.0,19.7,15.2
208,2,1,Thorny Scrub,20,-0.5,4.0,4.9,2.2
209,0,1,Bare ground,20,-0.5,0.0,1.7999999999999998,0.0
210,16,1,Roe deer,21,-0.5,16.0,16.9,16.0
211,0,1,Exmoor pony,21,-0.5,0.0,0.0,0.0
212,0,1,Fallow deer,21,-0.5,0.0,0.0,0.0
213,0,1,Longhorn cattle,21,-0.5,0.0,0.0,0.0
214,0,1,Red deer,21,-0.5,0.0,0.0,0.0
215,0,1,Tamworth pigs,21,-0.5,0.0,0.0,0.0
216,77,1,Grassland,21,-0.5,78.0,78.9,77.1
217,20,1,Woodland,21,-0.5,17.0,19.7,16.1
218,2,1,Thorny Scrub,21,-0.5,4.0,4.9,2.2
219,0,1,Bare ground,21,-0.5,0.0,1.7999999999999998,0.0
220,16,1,Roe deer,22,-0.5,16.0,16.9,16.0
221,0,1,Exmoor pony,22,-0.5,0.0,0.0,0.0
222,0,1,Fallow deer,22,-0.5,0.0,0.0,0.0
223,0,1,Longhorn cattle,22,-0.5,0.0,0.0,0.0
224,0,1,Red deer,22,-0.5,0.0,0.0,0.0
225,0,1,Tamworth pigs,22,-0.5,0.0,0.0,0.0
226,77,1,Grassland,22,-0.5,77.0,77.0,77.0
227,20,1,Woodland,22,-0.5,17.0,19.7,16.1
228,3,1,Thorny Scrub,22,-0.5,4.0,5.8,3.1
229,0,1,Bare ground,22,-0.5,0.0,2.6999999999999997,0.0
230,16,1,Roe deer,23,-0.5,16.0,16.9,16.0
231,0,1,Exmoor pony,23,-0.5,0.0,0.0,0.0
232,0,1,Fallow deer,23,-0.5,0.0,0.0,0.0
233,0,1,Longhorn cattle,23,-0.5,0.0,0.0,0.0
234,0,1,Red deer,23,-0.5,0.0,0.0,0.0
235,0,1,Tamworth pigs,23,-0.5,0.0,0.0,0.0
236,76,1,Grassland,23,-0.5,77.0,77.9,76.1
237,20,1,Woodland,23,-0.5,17.0,19.7,16.1
238,3,1,Thorny Scrub,23,-0.5,5.0,5.9,3.2
239,0,1,Bare ground,23,-0.5,0.0,0.8999999999999999,0.0
240,16,1,Roe deer,24,-0.5,16.0,16.0,16.0
241,0,1,Exmoor pony,24,-0.5,0.0,0.0,0.0
242,0,1,Fallow deer,24,-0.5,0.0,0.0,0.0
243,0,1,Longhorn cattle,24,-0.5,0.0,0.0,0.0
244,0,1,Red deer,24,-0.5,0.0,0.0,0.0
245,0,1,Tamworth pigs,24,-0.5,0.0,0.0,0.0
246,75,1,Grassland,24,-0.5,77.0,77.9,75.2
247,21,1,Woodland,24,-0.5,17.0,20.6,16.1
248,4,1,Thorny Scrub,24,-0.5,5.0,5.9,4.1
249,0,1,Bare ground,24,-0.5,0.0,0.8999999999999999,0.0
250,16,1,Roe deer,25,-0.5,16.0,16.0,16.0
251,0,1,Exmoor pony,25,-0.5,0.0,0.0,0.0
252,0,1,Fallow deer,25,-0.5,0.0,0.0,0.0
253,0,1,Longhorn cattle,25,-0.5,0.0,0.0,0.0
254,0,1,Red deer,25,-0.5,0.0,0.0,0.0
255,0,1,Tamworth pigs,25,-0.5,0.0,0.0,0.0
256,75,1,Grassland,25,-0.5,76.0,76.9,75.1
257,21,1,Woodland,25,-0.5,16.0,20.5,16.0
258,4,1,Thorny Scrub,25,-0.5,5.0,6.8,4.1
259,1,1,Bare ground,25,-0.5,1.0,1.9,1.0
260,16,1,Roe deer,26,-0.5,16.0,16.0,14.2
261,0,1,Exmoor pony,26,-0.5,0.0,0.0,0.0
262,0,1,Fallow deer,26,-0.5,0.0,0.0,0.0
263,0,1,Longhorn cattle,26,-0.5,0.0,0.0,0.0
264,0,1,Red deer,26,-0.5,0.0,0.0,0.0
265,0,1,Tamworth pigs,26,-0.5,0.0,0.0,0.0
266,74,1,Grassland,26,-0.5,75.0,75.9,74.1
267,22,1,Woodland,26,-0.5,17.0,21.5,16.1
268,4,1,Thorny Scrub,26,-0.5,5.0,6.8,4.1
269,0,1,Bare ground,26,-0.5,1.0,1.9,0.1
270,15,1,Roe deer,27,-0.5,15.0,15.9,14.1
271,0,1,Exmoor pony,27,-0.5,0.0,0.0,0.0
272,0,1,Fallow deer,27,-0.5,0.0,0.0,0.0
273,0,1,Longhorn cattle,27,-0.5,0.0,0.0,0.0
274,0,1,Red deer,27,-0.5,0.0,0.0,0.0
275,0,1,Tamworth pigs,27,-0.5,0.0,0.0,0.0
276,74,1,Grassland,27,-0.5,75.0,76.8,74.1
277,22,1,Woodland,27,-0.5,17.0,21.5,16.1
278,4,1,Thorny Scrub,27,-0.5,5.0,7.699999999999999,4.1
279,0,1,Bare ground,27,-0.5,0.0,1.7999999999999998,0.0
280,15,1,Roe deer,28,-0.5,15.0,15.9,13.2
281,0,1,Exmoor pony,28,-0.5,0.0,0.0,0.0
282,0,1,Fallow deer,28,-0.5,0.0,0.0,0.0
283,0,1,Longhorn cattle,28,-0.5,0.0,0.0,0.0
284,0,1,Red deer,28,-0.5,0.0,0.0,0.0
285,0,1,Tamworth pigs,28,-0.5,0.0,0.0,0.0
286,74,1,Grassland,28,-0.5,74.0,75.8,74.0
287,22,1,Woodland,28,-0.5,17.0,21.5,17.0
288,4,1,Thorny Scrub,28,-0.5,6.0,8.7,4.2
289,0,1,Bare ground,28,-0.5,0.0,0.8999999999999999,0.0
290,19,1,Roe deer,29,-0.5,19.0,21.7,14.5
291,0,1,Exmoor pony,29,-0.5,0.0,0.0,0.0
292,0,1,Fallow deer,29,-0.5,0.0,0.0,0.0
293,0,1,Longhorn cattle,29,-0.5,0.0,0.0,0.0
294,0,1,Red deer,29,-0.5,0.0,0.0,0.0
295,0,1,Tamworth pigs,29,-0.5,0.0,0.0,0.0
296,73,1,Grassland,29,-0.5,73.0,74.8,73.0
297,22,1,Woodland,29,-0.5,18.0,21.6,17.1
298,4,1,Thorny Scrub,29,-0.5,6.0,8.7,4.2
299,1,1,Bare ground,29,-0.5,1.0,1.9,0.1
300,21,1,Roe deer,30,-0.5,21.0,24.6,15.6
301,0,1,Exmoor pony,30,-0.5,0.0,0.0,0.0
302,0,1,Fallow deer,30,-0.5,0.0,0.0,0.0
303,0,1,Longhorn cattle,30,-0.5,0.0,0.0,0.0
304,0,1,Red deer,30,-0.5,0.0,0.0,0.0
305,0,1,Tamworth pigs,30,-0.5,0.0,0.0,0.0
306,74,1,Grassland,30,-0.5,74.0,74.9,73.1
307,22,1,Woodland,30,-0.5,17.0,21.5,17.0
308,4,1,Thorny Scrub,30,-0.5,6.0,8.7,4.2
309,1,1,Bare ground,30,-0.5,1.0,1.9,0.1
310,21,1,Roe deer,31,-0.5,21.0,24.6,15.6
311,0,1,Exmoor pony,31,-0.5,0.0,0.0,0.0
312,0,1,Fallow deer,31,-0.5,0.0,0.0,0.0
313,0,1,Longhorn cattle,31,-0.5,0.0,0.0,0.0
314,0,1,Red deer,31,-0.5,0.0,0.0,0.0
315,0,1,Tamworth pigs,31,-0.5,0.0,0.0,0.0
316,74,1,Grassland,31,-0.5,74.0,74.0,73.1
317,22,1,Woodland,31,-0.5,18.0,21.6,17.1
318,4,1,Thorny Scrub,31,-0.5,7.0,8.8,4.3
319,0,1,Bare ground,31,-0.5,0.0,1.7999999999999998,0.0
320,21,1,Roe deer,32,-0.5,21.0,24.6,15.6
321,0,1,Exmoor pony,32,-0.5,0.0,0.0,0.0
322,0,1,Fallow deer,32,-0.5,0.0,0.0,0.0
323,0,1,Longhorn cattle,32,-0.5,0.0,0.0,0.0
324,0,1,Red deer,32,-0.5,0.0,0.0,0.0
325,0,1,Tamworth pigs,32,-0.5,0.0,0.0,0.0
326,73,1,Grassland,32,-0.5,73.0,74.8,71.2
327,22,1,Woodland,32,-0.5,18.0,21.6,17.1
328,4,1,Thorny Scrub,32,-0.5,7.0,9.7,4.3
329,0,1,Bare ground,32,-0.5,1.0,1.9,0.1
330,21,1,Roe deer,33,-0.5,21.0,24.6,15.6
331,0,1,Exmoor pony,33,-0.5,0.0,0.0,0.0
332,0,1,Fallow deer,33,-0.5,0.0,0.0,0.0
333,0,1,Longhorn cattle,33,-0.5,0.0,0.0,0.0
334,0,1,Red deer,33,-0.5,0.0,0.0,0.0
335,0,1,Tamworth pigs,33,-0.5,0.0,0.0,0.0
336,72,1,Grassland,33,-0.5,72.0,73.8,71.1
337,22,1,Woodland,33,-0.5,18.0,21.6,18.0
338,5,1,Thorny Scrub,33,-0.5,7.0,10.6,5.2
339,0,1,Bare ground,33,-0.5,0.0,1.7999999999999998,0.0
340,21,1,Roe deer,34,-0.5,21.0,24.6,15.6
341,0,1,Exmoor pony,34,-0.5,0.0,0.0,0.0
342,0,1,Fallow deer,34,-0.5,0.0,0.0,0.0
343,0,1,Longhorn cattle,34,-0.5,0.0,0.0,0.0
344,0,1,Red deer,34,-0.5,0.0,0.0,0.0
345,0,1,Tamworth pigs,34,-0.5,0.0,0.0,0.0
346,72,1,Grassland,34,-0.5,72.0,73.8,70.2
347,22,1,Woodland,34,-0.5,18.0,21.6,18.0
348,5,1,Thorny Scrub,34,-0.5,7.0,11.5,5.2
349,0,1,Bare ground,34,-0.5,0.0,1.7999999999999998,0.0
350,21,1,Roe deer,35,-0.5,21.0,23.7,15.6
351,0,1,Exmoor pony,35,-0.5,0.0,0.0,0.0
352,0,1,Fallow deer,35,-0.5,0.0,0.0,0.0
353,0,1,Longhorn cattle,35,-0.5,0.0,0.0,0.0
354,0,1,Red deer,35,-0.5,0.0,0.0,0.0
355,0,1,Tamworth pigs,35,-0.5,0.0,0.0,0.0
356,73,1,Grassland,35,-0.5,73.0,73.0,70.3
357,22,1,Woodland,35,-0.5,18.0,21.6,18.0
358,5,1,Thorny Scrub,35,-0.5,7.0,11.5,5.2
359,0,1,Bare ground,35,-0.5,0.0,1.7999999999999998,0.0
360,20,1,Roe deer,36,-0.5,20.0,23.6,15.5
361,0,1,Exmoor pony,36,-0.5,0.0,0.0,0.0
362,0,1,Fallow deer,36,-0.5,0.0,0.0,0.0
363,0,1,Longhorn cattle,36,-0.5,0.0,0.0,0.0
364,0,1,Red deer,36,-0.5,0.0,0.0,0.0
365,0,1,Tamworth pigs,36,-0.5,0.0,0.0,0.0
366,72,1,Grassland,36,-0.5,71.0,71.9,70.1
367,23,1,Woodland,36,-0.5,18.0,22.5,18.0
368,5,1,Thorny Scrub,36,-0.5,8.0,11.6,5.3
369,0,1,Bare ground,36,-0.5,0.0,1.7999999999999998,0.0
370,20,1,Roe deer,37,-0.5,20.0,23.6,15.5
371,0,1,Exmoor pony,37,-0.5,0.0,0.0,0.0
372,0,1,Fallow deer,37,-0.5,0.0,0.0,0.0
373,0,1,Longhorn cattle,37,-0.5,0.0,0.0,0.0
374,0,1,Red deer,37,-0.5,0.0,0.0,0.0
375,0,1,Tamworth pigs,37,-0.5,0.0,0.0,0.0
376,72,1,Grassland,37,-0.5,71.0,71.9,69.2
377,23,1,Woodland,37,-0.5,19.0,22.6,18.1
378,5,1,Thorny Scrub,37,-0.5,8.0,11.6,5.3
379,0,1,Bare ground,37,-0.5,0.0,1.7999999999999998,0.0
380,20,1,Roe deer,38,-0.5,20.0,23.6,14.6
381,0,1,Exmoor pony,38,-0.5,0.0,0.0,0.0
382,0,1,Fallow deer,38,-0.5,0.0,0.0,0.0
383,0,1,Longhorn cattle,38,-0.5,0.0,0.0,0.0
384,0,1,Red deer,38,-0.5,0.0,0.0,0.0
385,0,1,Tamworth pigs,38,-0.5,0.0,0.0,0.0
386,71,1,Grassland,38,-0.5,71.0,71.9,69.2
387,23,1,Woodland,38,-0.5,18.0,22.5,18.0
388,5,1,Thorny Scrub,38,-0.5,9.0,11.7,5.4
389,0,1,Bare ground,38,-0.5,0.0,1.7999999999999998,0.0
390,19,1,Roe deer,39,-0.5,19.0,23.5,13.6
391,0,1,Exmoor pony,39,-0.5,0.0,0.0,0.0
392,0,1,Fallow deer,39,-0.5,0.0,0.0,0.0
393,0,1,Longhorn cattle,39,-0.5,0.0,0.0,0.0
394,0,1,Red deer,39,-0.5,0.0,0.0,0.0
395,0,1,Tamworth pigs,39,-0.5,0.0,0.0,0.0
396,71,1,Grassland,39,-0.5,70.0,70.9,68.2
397,23,1,Woodland,39,-0.5,19.0,22.6,18.1
398,6,1,Thorny Scrub,39,-0.5,9.0,12.6,6.3
399,0,1,Bare ground,39,-0.5,0.0,1.7999999999999998,0.0
400,19,1,Roe deer,40,-0.5,19.0,23.5,13.6
401,0,1,Exmoor pony,40,-0.5,0.0,0.0,0.0
402,0,1,Fallow deer,40,-0.5,0.0,0.0,0.0
403,0,1,Longhorn cattle,40,-0.5,0.0,0.0,0.0
404,0,1,Red deer,40,-0.5,0.0,0.0,0.0
405,0,1,Tamworth pigs,40,-0.5,0.0,0.0,0.0
406,71,1,Grassland,40,-0.5,69.0,70.8,68.1
407,23,1,Woodland,40,-0.5,19.0,22.6,18.1
408,6,1,Thorny Scrub,40,-0.5,9.0,13.5,6.3
409,0,1,Bare ground,40,-0.5,0.0,2.6999999999999997,0.0
410,20,1,Roe deer,41,-0.5,20.0,26.299999999999997,16.4
411,0,1,Exmoor pony,41,-0.5,0.0,0.0,0.0
412,0,1,Fallow deer,41,-0.5,0.0,0.0,0.0
413,0,1,Longhorn cattle,41,-0.5,0.0,0.0,0.0
414,0,1,Red deer,41,-0.5,0.0,0.0,0.0
415,0,1,Tamworth pigs,41,-0.5,0.0,0.0,0.0
416,71,1,Grassland,41,-0.5,69.0,70.8,68.1
417,23,1,Woodland,41,-0.5,18.0,22.5,18.0
418,6,1,Thorny Scrub,41,-0.5,10.0,13.6,6.4
419,0,1,Bare ground,41,-0.5,0.0,2.6999999999999997,0.0
420,22,1,Roe deer,42,-0.5,22.0,30.1,17.5
421,0,1,Exmoor pony,42,-0.5,0.0,0.0,0.0
422,0,1,Fallow deer,42,-0.5,0.0,0.0,0.0
423,0,1,Longhorn cattle,42,-0.5,0.0,0.0,0.0
424,0,1,Red deer,42,-0.5,0.0,0.0,0.0
425,0,1,Tamworth pigs,42,-0.5,0.0,0.0,0.0
426,71,1,Grassland,42,-0.5,71.0,71.0,66.5
427,23,1,Woodland,42,-0.5,19.0,22.6,18.1
428,6,1,Thorny Scrub,42,-0.5,9.0,14.399999999999999,6.3
429,0,1,Bare ground,42,-0.5,0.0,0.8999999999999999,0.0
